"d_os_rbp","Версия","1"
"d_os_rbp","Тип данных","2"
"d_os_rbp","Год","3"
"d_os_rbp","Валюта","4"
"d_os_rbp","ДиР","5"
"d_os_rbp","N_RBP","6"
"d_os_rbp","d_os_rbp","7"
"f_os_rbp","Версия","1"
"f_os_rbp","Тип данных","2"
"f_os_rbp","Год","3"
"f_os_rbp","Валюта","4"
"f_os_rbp","ДиР","5"
"f_os_rbp","N_RBP","6"
"f_os_rbp","d_os_rbp","7"
"f_remVS","Версия","1"
"f_remVS","Тип данных","2"
"f_remVS","Год","3"
"f_remVS","Валюта","4"
"f_remVS","Тип компоненты","5"
"f_remVS","N","6"
"f_remVS","Исполнитель","7"
"f_remVS","f_remVS","8"
"f_remVS 2","Версия","1"
"f_remVS 2","Тип данных","2"
"f_remVS 2","Год","3"
"f_remVS 2","Валюта","4"
"f_remVS 2","Типы ВС_нси","5"
"f_remVS 2","Тип компоненты","6"
"f_remVS 2","N","7"
"f_remVS 2","Исполнитель","8"
"f_remVS 2","f_remVS","9"
"k_os_rbp","Версия","1"
"k_os_rbp","Тип данных","2"
"k_os_rbp","Год","3"
"k_os_rbp","Валюта","4"
"k_os_rbp","ДиР","5"
"k_os_rbp","ID Объекта","6"
"k_os_rbp","d_os_rbp","7"
"p_os_rbp","Версия","1"
"p_os_rbp","Тип данных","2"
"p_os_rbp","Год","3"
"p_os_rbp","Валюта","4"
"p_os_rbp","ДиР","5"
"p_os_rbp","ID Объекта","6"
"p_os_rbp","d_os_rbp","7"
"r_os_rbp","Версия","1"
"r_os_rbp","Тип данных","2"
"r_os_rbp","Год","3"
"r_os_rbp","Валюта","4"
"r_os_rbp","ДиР","5"
"r_os_rbp","N_RBP","6"
"r_os_rbp","d_os_rbp","7"
"TEST2_","Сценарий","1"
"TEST2_","Тип данных","2"
"TEST2_","Год","3"
"TEST2_","Бюджеты","4"
"TEST2_","МВЗ","5"
"TEST2_","ДиР","6"
"TEST2_","НСИ_Тип персонала","7"
"TEST2_","Подразделения","8"
"TEST2_","Локация","9"
"TEST_Speed","Тип данных","1"
"TEST_Speed","Год","2"
"TEST_Speed","Версия","3"
"TEST_Speed","Валюта","4"
"TEST_Speed","Вид вложения","5"
"TEST_Speed","Вид стоимости","6"
"TEST_Speed","Виды работ_услуг","7"
"TEST_Speed","Количество","8"
"TEST_Speed","Характер вложений","9"
"TEST_Speed","Язык","10"
"{Admin{Approval_OD{SecurityCreate{Logs","}Cubes","1"
"{Admin{Approval_OD{SecurityCreate{Logs","Меры_СОГЛ_СН","2"
"{CubesDimensions","}Cubes","1"
"{CubesDimensions","}Dimensions","2"
"{CubesDimensions","{SystemMeas","3"
"{Mapping_for_subset{CFO_ZVK","}Clients","1"
"{Mapping_for_subset{CFO_ZVK","ЦФО_ЗВК","2"
"{Mapping_for_subset{CFO_ZVK","}Groups","3"
"{NSI_Mapping{DEP_CFO","ЦФО","1"
"{NSI_Mapping{DEP_CFO","Подразделения","2"
"{NSI_Mapping{DEP_CFO","N КС","3"
"{NSI_Mapping{DEP_CFO","{SystemMeas","4"
"}ApplicationSecurity","}ApplicationEntries","1"
"}ApplicationSecurity","}Groups","2"
"}Capabilities","}Features","1"
"}Capabilities","}Permissions","2"
"}Capabilities","}Groups","3"
"}CellAnnotations_}ElementAttributes_Бюджетная номенклатура","}Annotation_ApplicationID","1"
"}CellAnnotations_}ElementAttributes_Бюджетная номенклатура","Бюджетная номенклатура","2"
"}CellAnnotations_}ElementAttributes_Бюджетная номенклатура","}ElementAttributes_Бюджетная номенклатура","3"
"}CellAnnotations_}ElementAttributes_Бюджетная номенклатура","}AnnotationMeasures","4"
"}CellAnnotations_ЗВК_Визы","}Annotation_ApplicationID","1"
"}CellAnnotations_ЗВК_Визы","Версия","2"
"}CellAnnotations_ЗВК_Визы","Тип данных","3"
"}CellAnnotations_ЗВК_Визы","Год","4"
"}CellAnnotations_ЗВК_Визы","ЦФО_ОД","5"
"}CellAnnotations_ЗВК_Визы","N","6"
"}CellAnnotations_ЗВК_Визы","Значения Визы","7"
"}CellAnnotations_ЗВК_Визы","}AnnotationMeasures","8"
"}CellAnnotations_ЗВК_Визы_Ввод","}Annotation_ApplicationID","1"
"}CellAnnotations_ЗВК_Визы_Ввод","Тип данных","2"
"}CellAnnotations_ЗВК_Визы_Ввод","Год","3"
"}CellAnnotations_ЗВК_Визы_Ввод","Подразделения_ЗВК_Визы","4"
"}CellAnnotations_ЗВК_Визы_Ввод","N","5"
"}CellAnnotations_ЗВК_Визы_Ввод","Значения Визы","6"
"}CellAnnotations_ЗВК_Визы_Ввод","}AnnotationMeasures","7"
"}CellAnnotations_ЗВК_Командировки","}Annotation_ApplicationID","1"
"}CellAnnotations_ЗВК_Командировки","Версия","2"
"}CellAnnotations_ЗВК_Командировки","Тип данных","3"
"}CellAnnotations_ЗВК_Командировки","Год","4"
"}CellAnnotations_ЗВК_Командировки","ЦФО_ОД","5"
"}CellAnnotations_ЗВК_Командировки","N","6"
"}CellAnnotations_ЗВК_Командировки","Тип командировки","7"
"}CellAnnotations_ЗВК_Командировки","Значения Командировки","8"
"}CellAnnotations_ЗВК_Командировки","}AnnotationMeasures","9"
"}CellAnnotations_ЗВК_Командировки_Ввод","}Annotation_ApplicationID","1"
"}CellAnnotations_ЗВК_Командировки_Ввод","Тип данных","2"
"}CellAnnotations_ЗВК_Командировки_Ввод","Год","3"
"}CellAnnotations_ЗВК_Командировки_Ввод","Подразделения_ЗВК_Командировки","4"
"}CellAnnotations_ЗВК_Командировки_Ввод","ЦФО_ЗВК","5"
"}CellAnnotations_ЗВК_Командировки_Ввод","N","6"
"}CellAnnotations_ЗВК_Командировки_Ввод","Тип командировки","7"
"}CellAnnotations_ЗВК_Командировки_Ввод","Значения Командировки","8"
"}CellAnnotations_ЗВК_Командировки_Ввод","}AnnotationMeasures","9"
"}CellAnnotations_ЗВК_Нотариус","}Annotation_ApplicationID","1"
"}CellAnnotations_ЗВК_Нотариус","Версия","2"
"}CellAnnotations_ЗВК_Нотариус","Тип данных","3"
"}CellAnnotations_ЗВК_Нотариус","Год","4"
"}CellAnnotations_ЗВК_Нотариус","ЦФО_ОД","5"
"}CellAnnotations_ЗВК_Нотариус","N","6"
"}CellAnnotations_ЗВК_Нотариус","Виды работ_услуг","7"
"}CellAnnotations_ЗВК_Нотариус","Значения Нотариальные услуги","8"
"}CellAnnotations_ЗВК_Нотариус","}AnnotationMeasures","9"
"}CellAnnotations_ЗВК_Нотариус_Ввод","}Annotation_ApplicationID","1"
"}CellAnnotations_ЗВК_Нотариус_Ввод","Тип данных","2"
"}CellAnnotations_ЗВК_Нотариус_Ввод","Год","3"
"}CellAnnotations_ЗВК_Нотариус_Ввод","Подразделения_ЗВК_Нотариус","4"
"}CellAnnotations_ЗВК_Нотариус_Ввод","N","5"
"}CellAnnotations_ЗВК_Нотариус_Ввод","Виды работ_услуг","6"
"}CellAnnotations_ЗВК_Нотариус_Ввод","Значения Нотариальные услуги","7"
"}CellAnnotations_ЗВК_Нотариус_Ввод","}AnnotationMeasures","8"
"}CellAnnotations_ЗВК_Обучение","}Annotation_ApplicationID","1"
"}CellAnnotations_ЗВК_Обучение","Версия","2"
"}CellAnnotations_ЗВК_Обучение","Тип данных","3"
"}CellAnnotations_ЗВК_Обучение","Год","4"
"}CellAnnotations_ЗВК_Обучение","ЦФО_ОД","5"
"}CellAnnotations_ЗВК_Обучение","N","6"
"}CellAnnotations_ЗВК_Обучение","Значения Обучение","7"
"}CellAnnotations_ЗВК_Обучение","}AnnotationMeasures","8"
"}CellAnnotations_ЗВК_Обучение_","}Annotation_ApplicationID","1"
"}CellAnnotations_ЗВК_Обучение_","Версия","2"
"}CellAnnotations_ЗВК_Обучение_","Тип данных","3"
"}CellAnnotations_ЗВК_Обучение_","Год","4"
"}CellAnnotations_ЗВК_Обучение_","ЦФО_ЗВК","5"
"}CellAnnotations_ЗВК_Обучение_","N","6"
"}CellAnnotations_ЗВК_Обучение_","Значения Обучение","7"
"}CellAnnotations_ЗВК_Обучение_","}AnnotationMeasures","8"
"}CellAnnotations_ЗВК_Обязательное обучение_Ввод","}Annotation_ApplicationID","1"
"}CellAnnotations_ЗВК_Обязательное обучение_Ввод","Тип данных","2"
"}CellAnnotations_ЗВК_Обязательное обучение_Ввод","Год","3"
"}CellAnnotations_ЗВК_Обязательное обучение_Ввод","Подразделения_ЗВК","4"
"}CellAnnotations_ЗВК_Обязательное обучение_Ввод","N","5"
"}CellAnnotations_ЗВК_Обязательное обучение_Ввод","Значения Обязательное обучение","6"
"}CellAnnotations_ЗВК_Обязательное обучение_Ввод","}AnnotationMeasures","7"
"}CellAnnotations_ЗВК_Перевод","}Annotation_ApplicationID","1"
"}CellAnnotations_ЗВК_Перевод","Версия","2"
"}CellAnnotations_ЗВК_Перевод","Тип данных","3"
"}CellAnnotations_ЗВК_Перевод","Год","4"
"}CellAnnotations_ЗВК_Перевод","ЦФО_ОД","5"
"}CellAnnotations_ЗВК_Перевод","N","6"
"}CellAnnotations_ЗВК_Перевод","Язык","7"
"}CellAnnotations_ЗВК_Перевод","Виды работ_услуг","8"
"}CellAnnotations_ЗВК_Перевод","Значения Переводы","9"
"}CellAnnotations_ЗВК_Перевод","}AnnotationMeasures","10"
"}CellAnnotations_ЗВК_Перевод_Ввод","}Annotation_ApplicationID","1"
"}CellAnnotations_ЗВК_Перевод_Ввод","Тип данных","2"
"}CellAnnotations_ЗВК_Перевод_Ввод","Год","3"
"}CellAnnotations_ЗВК_Перевод_Ввод","Подразделения_ЗВК_Перевод","4"
"}CellAnnotations_ЗВК_Перевод_Ввод","N","5"
"}CellAnnotations_ЗВК_Перевод_Ввод","Язык","6"
"}CellAnnotations_ЗВК_Перевод_Ввод","Виды работ_услуг","7"
"}CellAnnotations_ЗВК_Перевод_Ввод","Значения Переводы","8"
"}CellAnnotations_ЗВК_Перевод_Ввод","}AnnotationMeasures","9"
"}CellAnnotations_ЗВК_Повышение квалификации_Ввод","}Annotation_ApplicationID","1"
"}CellAnnotations_ЗВК_Повышение квалификации_Ввод","Тип данных","2"
"}CellAnnotations_ЗВК_Повышение квалификации_Ввод","Год","3"
"}CellAnnotations_ЗВК_Повышение квалификации_Ввод","Подразделения_ЗВК","4"
"}CellAnnotations_ЗВК_Повышение квалификации_Ввод","N","5"
"}CellAnnotations_ЗВК_Повышение квалификации_Ввод","Значения Повышение квалификации","6"
"}CellAnnotations_ЗВК_Повышение квалификации_Ввод","}AnnotationMeasures","7"
"}CellAnnotations_ЗВК_Повышение квалификации_Свод","}Annotation_ApplicationID","1"
"}CellAnnotations_ЗВК_Повышение квалификации_Свод","Тип данных","2"
"}CellAnnotations_ЗВК_Повышение квалификации_Свод","Год","3"
"}CellAnnotations_ЗВК_Повышение квалификации_Свод","Подразделения_ЗВК","4"
"}CellAnnotations_ЗВК_Повышение квалификации_Свод","ЦФО_ЗВК","5"
"}CellAnnotations_ЗВК_Повышение квалификации_Свод","N","6"
"}CellAnnotations_ЗВК_Повышение квалификации_Свод","Значения Повышение квалификации","7"
"}CellAnnotations_ЗВК_Повышение квалификации_Свод","}AnnotationMeasures","8"
"}CellAnnotations_ЗВК_Почта_Ввод","}Annotation_ApplicationID","1"
"}CellAnnotations_ЗВК_Почта_Ввод","Тип данных","2"
"}CellAnnotations_ЗВК_Почта_Ввод","Год","3"
"}CellAnnotations_ЗВК_Почта_Ввод","Виды работ_услуг","4"
"}CellAnnotations_ЗВК_Почта_Ввод","Подразделения_ЗВК_Почта","5"
"}CellAnnotations_ЗВК_Почта_Ввод","N","6"
"}CellAnnotations_ЗВК_Почта_Ввод","Значения Почта","7"
"}CellAnnotations_ЗВК_Почта_Ввод","}AnnotationMeasures","8"
"}CellAnnotations_ЗВК_Пропуска","}Annotation_ApplicationID","1"
"}CellAnnotations_ЗВК_Пропуска","Версия","2"
"}CellAnnotations_ЗВК_Пропуска","Тип данных","3"
"}CellAnnotations_ЗВК_Пропуска","Год","4"
"}CellAnnotations_ЗВК_Пропуска","Виды работ_услуг","5"
"}CellAnnotations_ЗВК_Пропуска","ЦФО_ОД","6"
"}CellAnnotations_ЗВК_Пропуска","N","7"
"}CellAnnotations_ЗВК_Пропуска","Значения Пропуска","8"
"}CellAnnotations_ЗВК_Пропуска","}AnnotationMeasures","9"
"}CellAnnotations_ЗВК_Пропуска_Ввод","}Annotation_ApplicationID","1"
"}CellAnnotations_ЗВК_Пропуска_Ввод","Тип данных","2"
"}CellAnnotations_ЗВК_Пропуска_Ввод","Год","3"
"}CellAnnotations_ЗВК_Пропуска_Ввод","Виды работ_услуг","4"
"}CellAnnotations_ЗВК_Пропуска_Ввод","Подразделения_ЗВК_Пропуска","5"
"}CellAnnotations_ЗВК_Пропуска_Ввод","N","6"
"}CellAnnotations_ЗВК_Пропуска_Ввод","Значения Пропуска","7"
"}CellAnnotations_ЗВК_Пропуска_Ввод","}AnnotationMeasures","8"
"}CellAnnotations_ЗВК_Семинары_Ввод","}Annotation_ApplicationID","1"
"}CellAnnotations_ЗВК_Семинары_Ввод","Тип данных","2"
"}CellAnnotations_ЗВК_Семинары_Ввод","Год","3"
"}CellAnnotations_ЗВК_Семинары_Ввод","Подразделения_ЗВК","4"
"}CellAnnotations_ЗВК_Семинары_Ввод","N","5"
"}CellAnnotations_ЗВК_Семинары_Ввод","Значения Семинары","6"
"}CellAnnotations_ЗВК_Семинары_Ввод","}AnnotationMeasures","7"
"}CellAnnotations_ЗВК_Семинары_Свод","}Annotation_ApplicationID","1"
"}CellAnnotations_ЗВК_Семинары_Свод","Тип данных","2"
"}CellAnnotations_ЗВК_Семинары_Свод","Год","3"
"}CellAnnotations_ЗВК_Семинары_Свод","Подразделения_ЗВК","4"
"}CellAnnotations_ЗВК_Семинары_Свод","ЦФО_ЗВК","5"
"}CellAnnotations_ЗВК_Семинары_Свод","N","6"
"}CellAnnotations_ЗВК_Семинары_Свод","Значения Семинары","7"
"}CellAnnotations_ЗВК_Семинары_Свод","}AnnotationMeasures","8"
"}CellAnnotations_ЗВК_ТМЦ","}Annotation_ApplicationID","1"
"}CellAnnotations_ЗВК_ТМЦ","Версия","2"
"}CellAnnotations_ЗВК_ТМЦ","Тип данных","3"
"}CellAnnotations_ЗВК_ТМЦ","Год","4"
"}CellAnnotations_ЗВК_ТМЦ","Валюта","5"
"}CellAnnotations_ЗВК_ТМЦ","ЦФО_ОД","6"
"}CellAnnotations_ЗВК_ТМЦ","N","7"
"}CellAnnotations_ЗВК_ТМЦ","Значения ТМЦ","8"
"}CellAnnotations_ЗВК_ТМЦ","}AnnotationMeasures","9"
"}CellAnnotations_ЗВК_ТМЦ_N","}Annotation_ApplicationID","1"
"}CellAnnotations_ЗВК_ТМЦ_N","Версия","2"
"}CellAnnotations_ЗВК_ТМЦ_N","Тип данных","3"
"}CellAnnotations_ЗВК_ТМЦ_N","Год","4"
"}CellAnnotations_ЗВК_ТМЦ_N","Валюта","5"
"}CellAnnotations_ЗВК_ТМЦ_N","ЦФО_ОД","6"
"}CellAnnotations_ЗВК_ТМЦ_N","N_TMC","7"
"}CellAnnotations_ЗВК_ТМЦ_N","Значения ТМЦ","8"
"}CellAnnotations_ЗВК_ТМЦ_N","}AnnotationMeasures","9"
"}CellAnnotations_ЗВК_ТМЦ_N1","}Annotation_ApplicationID","1"
"}CellAnnotations_ЗВК_ТМЦ_N1","Версия","2"
"}CellAnnotations_ЗВК_ТМЦ_N1","Тип данных","3"
"}CellAnnotations_ЗВК_ТМЦ_N1","Год","4"
"}CellAnnotations_ЗВК_ТМЦ_N1","Валюта","5"
"}CellAnnotations_ЗВК_ТМЦ_N1","ЦФО ОД","6"
"}CellAnnotations_ЗВК_ТМЦ_N1","N_TMC","7"
"}CellAnnotations_ЗВК_ТМЦ_N1","Значения ТМЦ","8"
"}CellAnnotations_ЗВК_ТМЦ_N1","}AnnotationMeasures","9"
"}CellAnnotations_ЗВК_ТМЦ_Ввод","}Annotation_ApplicationID","1"
"}CellAnnotations_ЗВК_ТМЦ_Ввод","Тип данных","2"
"}CellAnnotations_ЗВК_ТМЦ_Ввод","Год","3"
"}CellAnnotations_ЗВК_ТМЦ_Ввод","Подразделения_ЗВК_ТМЦ","4"
"}CellAnnotations_ЗВК_ТМЦ_Ввод","N","5"
"}CellAnnotations_ЗВК_ТМЦ_Ввод","Валюта","6"
"}CellAnnotations_ЗВК_ТМЦ_Ввод","Значения_ТМЦ","7"
"}CellAnnotations_ЗВК_ТМЦ_Ввод","}AnnotationMeasures","8"
"}CellAnnotations_ЗВК_ТМЦ_Свод","}Annotation_ApplicationID","1"
"}CellAnnotations_ЗВК_ТМЦ_Свод","Тип данных","2"
"}CellAnnotations_ЗВК_ТМЦ_Свод","Год","3"
"}CellAnnotations_ЗВК_ТМЦ_Свод","Подразделения_ЗВК_ТМЦ","4"
"}CellAnnotations_ЗВК_ТМЦ_Свод","ЦФО_ЗВК","5"
"}CellAnnotations_ЗВК_ТМЦ_Свод","N","6"
"}CellAnnotations_ЗВК_ТМЦ_Свод","Валюта","7"
"}CellAnnotations_ЗВК_ТМЦ_Свод","Значения_ТМЦ","8"
"}CellAnnotations_ЗВК_ТМЦ_Свод","}AnnotationMeasures","9"
"}CellAnnotations_ЗВК_ТМЦ IT","}Annotation_ApplicationID","1"
"}CellAnnotations_ЗВК_ТМЦ IT","Версия","2"
"}CellAnnotations_ЗВК_ТМЦ IT","Тип данных","3"
"}CellAnnotations_ЗВК_ТМЦ IT","Год","4"
"}CellAnnotations_ЗВК_ТМЦ IT","Валюта","5"
"}CellAnnotations_ЗВК_ТМЦ IT","ЦФО_ОД","6"
"}CellAnnotations_ЗВК_ТМЦ IT","N","7"
"}CellAnnotations_ЗВК_ТМЦ IT","Значения ТМЦ","8"
"}CellAnnotations_ЗВК_ТМЦ IT","}AnnotationMeasures","9"
"}CellAnnotations_ЗВК_ТМЦ IT_Ввод","}Annotation_ApplicationID","1"
"}CellAnnotations_ЗВК_ТМЦ IT_Ввод","Тип данных","2"
"}CellAnnotations_ЗВК_ТМЦ IT_Ввод","Год","3"
"}CellAnnotations_ЗВК_ТМЦ IT_Ввод","Подразделения_ЗВК_ТМЦ","4"
"}CellAnnotations_ЗВК_ТМЦ IT_Ввод","N","5"
"}CellAnnotations_ЗВК_ТМЦ IT_Ввод","Валюта","6"
"}CellAnnotations_ЗВК_ТМЦ IT_Ввод","Значения_ТМЦ","7"
"}CellAnnotations_ЗВК_ТМЦ IT_Ввод","}AnnotationMeasures","8"
"}CellAnnotations_ЗВК_Тренажерная подготовка_Ввод","}Annotation_ApplicationID","1"
"}CellAnnotations_ЗВК_Тренажерная подготовка_Ввод","Тип данных","2"
"}CellAnnotations_ЗВК_Тренажерная подготовка_Ввод","Год","3"
"}CellAnnotations_ЗВК_Тренажерная подготовка_Ввод","Подразделения_ЗВК","4"
"}CellAnnotations_ЗВК_Тренажерная подготовка_Ввод","N","5"
"}CellAnnotations_ЗВК_Тренажерная подготовка_Ввод","Значения Тренажерная подготовка","6"
"}CellAnnotations_ЗВК_Тренажерная подготовка_Ввод","}AnnotationMeasures","7"
"}CellAnnotations_ИНВ_НомерПЗ_корр 2","}Annotation_ApplicationID","1"
"}CellAnnotations_ИНВ_НомерПЗ_корр 2","Год","2"
"}CellAnnotations_ИНВ_НомерПЗ_корр 2","Подразделения","3"
"}CellAnnotations_ИНВ_НомерПЗ_корр 2","ЦФО","4"
"}CellAnnotations_ИНВ_НомерПЗ_корр 2","N","5"
"}CellAnnotations_ИНВ_НомерПЗ_корр 2","Статус ПЗ","6"
"}CellAnnotations_ИНВ_НомерПЗ_корр 2","Реестр номеров","7"
"}CellAnnotations_ИНВ_НомерПЗ_корр 2","}AnnotationMeasures","8"
"}CellAnnotations_ИНВ_НомерПЗ_корр Подр 2","}Annotation_ApplicationID","1"
"}CellAnnotations_ИНВ_НомерПЗ_корр Подр 2","Год","2"
"}CellAnnotations_ИНВ_НомерПЗ_корр Подр 2","Подразделения","3"
"}CellAnnotations_ИНВ_НомерПЗ_корр Подр 2","N","4"
"}CellAnnotations_ИНВ_НомерПЗ_корр Подр 2","Регламент согласования","5"
"}CellAnnotations_ИНВ_НомерПЗ_корр Подр 2","Реестр номеров","6"
"}CellAnnotations_ИНВ_НомерПЗ_корр Подр 2","}AnnotationMeasures","7"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО 2","}Annotation_ApplicationID","1"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО 2","Год","2"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО 2","ЦФО","3"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО 2","ID ПЗ","4"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО 2","Регламент согласования","5"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО 2","Реестр номеров","6"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО 2","}AnnotationMeasures","7"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО Лог 2","}Annotation_ApplicationID","1"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО Лог 2","Год","2"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО Лог 2","ЦФО","3"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО Лог 2","ID ПЗ","4"
"}CellAnnotations_ИНВ_НомерПЗ_корр ЦФО Лог 2","N","5"
